Référence Article;Désignation Article;Ar Nomencl;Code - Intitulé Famille;Qté Vendues;PU;Chiffre d'affaires HT;Marge (%);Prix Revient Total;Marge
MAINTCUR;Maintenance Curative;0;PRESTATION - MAIN D'OEUVRE;4 198;115,98;486863,3;100;0;486863,3
MAINTVEN;Entretien préventif;0;PRESTATION - MAIN D'OEUVRE;4 925;796,03;3920470;100;0;3920470
MAMEL1HP;MAMELON 1 HP CPTE NPT COTE BSP;0;RACCORD - RACCORD LOCAL;2;0;0;#DIV/0;78;-78
MAMEL_3/4;MAMELON  REDUIT HP  ;0;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;27,88;-27,88
MAMEL-3/8HP;MAMELON 3/8 HP;0;FLEXIBLE - FLEXIBLES LOCAUX;1;124,16;124,16;90,34;12;112,16
MAMELON1/2;MAMELON 1/2 GALV;0;RACCORD - RACCORD LOCAL;11;10,91;120;46,05;64,74;55,26
MAMELON3/4;MAMELON 3/4 GLV;0;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;10,17;-10,17
MAMEL-RED-1-3/4;"MAMELON REDUIT HP 1""-3/4";0;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;10,05;-10,05
MAM-RED-HP1/2-3/8;MAMELON REDUIT HP 1/2-3/8;0;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;19,8;-19,8
MAM.RED.HP1/2.3/8;MAMELON REDUIT HP1/2A1/4;0;RACCORD - RACCORD LOCAL;1;0;0;#DIV/0;22;-22
MANCHRED3X2;"MANCHETTE REDUITE 3""X2"" BRIDES SERIE 300 L300MM";0;TUYAUTERIE - Tuyauterie local;4;2833;11332;22,34;8800;2532
MANCHWECCO2;"MANCHETTE WECCO 2"" SERIE 300 EQUIPE DE BRIDE 2""";0;TUYAUTERIE - Tuyauterie local;4;8034;32136;22,33;24960;7176
MANCHWECCO3;"MANCHETTE WECCO 3"" EQUIPE DE BRIDE 3"" SERIE 300";0;TUYAUTERIE - Tuyauterie local;4;9657;38628;22,34;30000;8628
MANO1/4-200B;MANOMETRE 1/4 DE 0 A 200BARS;0;MANOMETRE - MANOMETRE LOCAL;3;160;480;37,5;300;180
MANO16B;MANOMETRE DE 0 A 16 BAR;0;MANOMETRE - MANOMETRE LOCAL;13;70,77;920;-150;2300;-1380
MANO25B;MANOMETRE 0-25BARS;0;MANOMETRE - MANOMETRE LOCAL;2;930;1860;24,73;1400;460
MARCHESCAL500X800S;MARCHE ESCALIER DIM.500X800 AVEC SUPPORT;2;TOLEFER - TOLE EN FER;10;3200;32000;81,9;5792;26208
MB220900-KM;FILTRE A GASOIL;0;FILTRE - FILTRE LOCAL;1;105;105;36,5;66,67;38,33
MB-403962HD;CHAPEAU D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;106;1123,25;119065;18,1;97516,49;21548,51
MBC1164K5;KIT DE JOINT;0;ITWPISTOLP - PDR Pistolet ITW;82;268,06;21981;39,23;13357,43;8623,57
MBC-1164-VI-K5;KIT DE JOINT;0;ITWPISTOLP - PDR Pistolet ITW;11;273,64;3010;30,59;2089,22;920,78
MDL3;INJECTEUR 1600L MDL3'' ;0;ISINCINDEQ - Equipement incendie;1;30020;30020;32,69;20207,02;9812,98
ME014833;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;2;88,5;177;24,01;134,5;42,5
ME035393;FILTRE GASOIL;0;FILTRE - FILTRE LOCAL;1;120;120;37,5;75;45
MIX_ST_4;PROPORTIONNEUR MIX St 4'' PN16 ;0;ISINCINDEQ - Equipement incendie;1;28420;28420;55,03;12780,48;15639,52
MLH08FG;MAMELON HEXAGNOL 316 1/4   MHL 08 FG;0;RACCORD - RACCORD LOCAL;3;0;0;#DIV/0;30;-30
MMLDN80PN20_FUT;CANON INCENDIE MML BRIDE DN80 PN20 INOX 316;0;ISINCINDEQ - Equipement incendie;6;32000;192000;28,63;137030,58;54969,42
MO;MAIN D'OEUVRE;0;PRESTATION - MAIN D'OEUVRE;7;4905,71;34340;95,52;1540;32800
MOT4KW;MOTEUR ELECTRIQUE 4KW 1400TR/MN ZONE 22;0;MOTEUR - Moteur local;2;2412,5;4825;35,09;3132,14;1692,86
MOT5.5KW;MOTEUR 5.5KW B3 1500TR/MIN DIAM. 28 POUR MAL ;0;MOTEUR - Moteur local;6;3480;20880;35,94;13375,19;7504,81
MOT5.5/PM;MOTEUR 5.5KW AV POULIE MOTEUR;2;MOTEUR - Moteur local;1;4200;4200;42,41;2418,73;1781,27
MOT.7.5CV;MOTEUR 7.5CV;0;SHAMCOMPPI - Equipement;2;4800;9600;41,67;5600;4000
MOTORED5.5KW/ACCP;MOTOREDUCTEUR 5.5KW ATEX 600TR/MN AV ACCOUPLEMENT;2;POMPE - POMPE LOCAL;1;54000;54000;43,76;30367,6;23632,4
MOXA5430;SERVEURS DE PERIPHERIQUES SERIE RS-422/485 4 PORTS ;0;INFOMATIQ - MATERIEL INFORMATIQUE;1;9100;9100;23,08;7000;2100
MP16P;ELECTROPOMPE VOLUMETRIQUE POLLARD MP16;0;POLLPOMPEQ - POMPE POLLARD;6;19302;115812;33,05;77538,97;38273,03
MP60P;ELECTROPOMPE VOLUMETRIQUE POLLARD MP60;0;POLLPOMPEQ - POMPE POLLARD;1;29085;29085;33,07;19467,56;9617,44
MS-C8162-FIPC;CAMERA AI Motorized Pro Bullet Network;0;ACCESSOIR - DIVERS ACCESSOIRES ;1;18000;18000;81,94;3250;14750
MSG21;RACCORD ENTREE AIR;0;ITWPISTOLP - PDR Pistolet ITW;2;200,7;401,4;38,88;245,34;156,06
MSG22;RAC.ENTREE PRODUIT 3/8;0;ITWPISTOLP - PDR Pistolet ITW;4;218,5;874;40,47;520,28;353,72
MSG498;VALVE CHANGEMENT JET;0;ITWPISTOLP - PDR Pistolet ITW;46;600,22;27610;47,39;14526,9;13083,1
MTP15EX7.3/BRIDE;GROUPE MOTOPOMPE ATEX ZONE 1 IIB T4 AVEC BRIDES ET JOINTS;2;POLLPOMPDR - PDR POMPE POLLARD;1;43320;43320;22,57;33542,71;9777,29
MV925/LANCEBUSE;PISTOLET AVEC LANCE HP70CM ET BUSE 1/4;0;PISTOLET - Pistolet local;1;812;812;19,95;650;162
MX38-1_1/2;RACCORD FEMELLE 1''1/2;0;ELAFFLEXEQ - Flexible Elaflex;2;0;0;#DIV/0;48;-48
MX_50-2;RACCORD FEMELLE EN LAITON;0;ELAFFLEXEQ - Flexible Elaflex;3;525;1575;29,77;1106,13;468,87
N2705C4680X;FILTRE A PANIER 3'' DE LA POMPE ;0;SAMPIPR - SAMPI PIECE DE RECHANGE;0;#DIV/0;0;#DIV/0;175,31;-175,31
N414D4401A;BREAKAWAY IND.3''-3'' BSP FPM/PTFE;0;MANNTEKEQT - EQUIPEMENT MANNTEK;1;30965;30965;39,66;18684,97;12280,03
NET200BARSFR;NETOYEUR HP 200 BARS FROID;0;SERVNETHP - Nettoyeur haute pression local;1;6110;6110;19,97;4890;1220
NETTOY.HP.1110AR;NETTOYEUR HP 1110AR 380V 50HZ 150BAR SUR CHARIOT INOX ;0;SERVNETHP - Nettoyeur haute pression local;1;15700;15700;23,04;12083,33;3616,67
NFPA20-10M3/H;GROUPE ELECTROPOMP JOCKEY 10M3/H A 82MCL AV ARMOIRE ELECTRIQUE;0;ISIPOMPD - Pompes diesel incendie;1;74000;74000;26,77;54191,85;19808,15
NFPA20-400M3/H;GROUPE MOTOPOMPE EAU 400M3/H A 102MCL AVEC ARMOIRE DE COMMANDE;0;ISIPOMPD - Pompes diesel incendie;2;425000;850000;26,46;625064,57;224935,43
NGX3-GGGGW-4437;"BREAK AWAY 3"" SS WELD END 3MM";0;PEROLOTODP - PDR Todo;2;32000;64000;41,23;37610,42;26389,58
NGXRSK4A0304506;KIT DE GOUJONS BREAKAWAY 3'' BUNA;0;PEROLOTODP - PDR Todo;2;2500;5000;42,85;2857,36;2142,64
NTHP2620UN/ACC;POMPE HP UDOR 200 bars 26L/M 9.2KW AVEC ACCESSOIRE D'INSTALLATION;2;SERVNETHP - Nettoyeur haute pression local;1;4700;4700;-147,16;11616,63;-6916,63
NTHPUDOR200BAR;GROUPE ELECTROPOMPE 5.5HP 200BARS MARQUE UDOR 15L/MN;0;POMPE - POMPE LOCAL;2;9000;18000;23,15;13833,34;4166,66
NTHPUDOR200BAR20M;GROUPE ELECTROPOMPE 4HP 200BAR 9L/MIN AVEC FLEXIBLE 20M;0;POMPE - POMPE LOCAL;2;8709;17418;22,49;13500;3918
ON1522M;FILTRE GASOIL;0;FILTRE - FILTRE LOCAL;3;125;375;54,67;170;205
ON1523;FILTRE A HUILE ;0;FILTRE - FILTRE LOCAL;1;87;87;36,78;55;32
OP532/1;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;2;62;124;16,94;103;21
OPTIFLEX3090;OptiPlex 3090 Mini Tower, Intel® Core™i5-10505 , 8GB DDR4 non-ECC Mem;0;INFOMATIQ - MATERIEL INFORMATIQUE;1;8794;8794;18,52;7165;1629
ORC200;CORKEN fig 1454;0;KROCHCOMPR - KROCH COMPRESSEURS;9;931,67;8385;58,24;3501,55;4883,45
ORC201;CORKEN 1718;0;KROCHCOMPR - KROCH COMPRESSEURS;1;12183;12183;24,1;9247,44;2935,56
ORC203;PRESSOSTAT REFOULEMENT;0;KROCHDIVPR - Divers PDR;1;14600;14600;29,65;10271,34;4328,66
ORC204;THERMOSTAT REFOULEMENT;0;KROCHDIVPR - Divers PDR;1;14600;14600;29,65;10271,34;4328,66
ORC205;PRESSOSTAT POMPE HUILE;0;KROCHDIVPR - Divers PDR;1;14900;14900;29,65;10481,91;4418,09
P.4-1422;Elément Coalesceur / Coalescer Element - 3001395 in accord. with EI-1;0;AVIFILACCE - Accessoire Avifil;8;8200;65600;32,62;44202,87;21397,13
P7-58-00;CUVE D'HUILE ET LIQUIDE REF.P7-58-00;2;FUT - Fut;2;18766;37532;67,91;12042,56;25489,44
P77-5300;FILTRE A AIR;0;FILTRE - FILTRE LOCAL;1;210;210;37,5;131,25;78,75
P77-5300/R512;FILTRE A AIR;0;FILTRE - FILTRE LOCAL;1;280;280;37,5;175;105
PA18CRR50PASA;CAPTEUR PHOTOCELLULE A REFLECTEUR;0;ELECTRICIT - FOURNITURE ELEC.;5;1420;7100;55,63;3150;3950
PACKFIL-SEP-BYP;PACK DE FILTRATION + SEPARATION + BY PASS;0;PEROLOCACC - ACCESSOIRES COMPRESSEUR;1;8900;8900;29,8;6247,77;2652,23
PALET1200/1000;PALETTE EN PLASTIQUE 1200/1000;0;POMPEPDR - PDR Pompes;40;785;31400;17,83;25800;5600
PANN_MOUSSE;PANNEAU DE COVERFLOTE;0;LARCOECRAN - LARCO ECRAN FOLTTANT;1 033;1490,57;1539762;28,44;1101805,62;437956,38
PASS.COL;PASSAGE DE COLONNE COMBINE (8'' et 2'') SPECIAL;0;LARCOECRAP - PDR Ecran flottant LARCO;2;45675;91350;34,37;59954,31;31395,69
PASS_COL_COMB;PASSAGE DE COLONNE COMBINE;0;LARCOECRAP - PDR Ecran flottant LARCO;2;37452,02;74904,04;26,44;55099,95;19804,09
PC30;POMPE PC30 AVEC BY PASS MECANIQUE;0;POLLPOMPEQ - POMPE POLLARD;7;26000;182000;29,6;128119,66;53880,34
PCA;PCA;0;DIVARTICLE - Article divers;102;13495,04;1376494;100;0;1376494
PCEX30;POMPE AVEC OPTION ATEX BY PASS MECANIQUE;0;POLLPOMPEQ - POMPE POLLARD;1;27000;27000;32,43;18242,93;8757,07
PD05RBAS-FAA/ANT/R;KIT ANTIGEL PNEUMATIQUE AVEC FLEXIBLE ASP/REF ET REGULATEUR 1/4;2;AROPAMEQ - Pompe à membranes ARO;1;8600;8600;23,43;6584,96;2015,04
PD05RBASFTTB;POMPE A MEMBRANE 1/2 ALU BSP TEFLON;0;AROPAMEQ - Pompe à membranes ARO;4;6417,5;25670;29,97;17976,58;7693,42
PD10A-BAP-FTT;POMPE 1'' SERIE EXP 200 LMP CORPS ANODIZED;0;AROPAMEQ - Pompe à membranes ARO;2;14350;28700;37,82;17844,71;10855,29
PD10PFKSKTT;POMPE A DOUBLE MEMBRANE ;0;AROPAMEQ - Pompe à membranes ARO;2;22975;45950;43,9;25777,37;20172,63
PD10P-FPS-PTT;POMPE 1'' SERIE EXP 200 LMP CORPS POLYPROPYLENE;0;AROPAMEQ - Pompe à membranes ARO;1;14350;14350;39,86;8629,56;5720,44
PD15A-BCP-AAA;"POMPE A MEMBRANE SANTO 1""1/2 CORPS FONTE";0;AROPAMEQ - Pompe à membranes ARO;19;14155,26;268950;27,67;194530,39;74419,61
PD20A-BAP-AAA-B;"POMPE A MEMBRANE 2"" ALUMINIUM SANTOPRENE";0;AROPAMEQ - Pompe à membranes ARO;2;12250;24500;30,66;16987,36;7512,64
PD20A-BCP-AAA-B;POMPE A MEMBRANE 2'' EN FONTE SANTOPRENE;0;AROPAMEQ - Pompe à membranes ARO;21;15473,81;324950;24,57;245123,18;79826,82
PD20P-FKS-KTT;POMPE A MEMBRANE ;0;AROPAMEQ - Pompe à membranes ARO;1;91000;91000;32,09;61796,62;29203,38
PDR24MOIS;PIECES DE RECHANGE POUR 24 MOIS;2;SIHIPOMPDR - PDR Sihi;1;115710;115710;44,71;63973,73;51736,27
PDR24MOISGDSECHR;PIECES DE RECHANGE 24 MOIS POUR SECHEUR D'AIR;2;GDSECHR - PDR Secheur Gardner Denver;1;118000;118000;44,15;65902,54;52097,46
PDR2MOISCOMPCORKEN;PIECES DE RECHANGE 24 MOIS ;2;CORKENCOMP - Compresseurs et PDR CORKEN;1;38819;38819;33,93;25647,31;13171,69
PDRMES;PIECES DE RECHANGE POUR MISE EN SERVICE;2;SIHIPOMPDR - PDR Sihi;1;53700;53700;-13,92;61174,94;-7474,94
PDRMESCOMPCORKEN;PIECES DE RECHANGE MISE EN SERVICE;2;CORKENCOMP - Compresseurs et PDR CORKEN;1;7681;7681;48,41;3962,89;3718,11
PDRMESGDSECHR;PIECES DE RECHANGES MISE EN SERVICE COMPRESSEUR ET SECHEUR D4AIR;2;GDSECHR - PDR Secheur Gardner Denver;1;74300;74300;78,72;15808,62;58491,38
PDRMISERV;PIECES DE RECHANGE POUR MISE EN SERVICE Comprenant;0;ISIPOMPDR - PDR GROUPE MOTOPOMPE;1;15276,2;15276,2;24,17;11583,77;3692,43
PDRTIDSIISI24;Lot pieces de rechanges 24 mois;2;ISIPOMPDR - PDR GROUPE MOTOPOMPE;1;61000;61000;22,31;47391,46;13608,54
PDRTIDSIISIMES;Lot de pièces de rechange pour mise en service comprenant;2;ISIPOMPDR - PDR GROUPE MOTOPOMPE;1;21900;21900;72,7;5978,53;15921,47
PELLE;PELLE;0;ISINCINDEQ - Equipement incendie;1;190;190;49,75;95,48;94,52
PER2005;H-OXY (Bidon25L);0;ISTOBTUNPD - PDR Tunnel de lavage;1 600;35,64;57024;43,6;32160;24864
PF20A-BAP/COMP500;"POMPE A MEMBRANE 2""AVEC COMPRESSEUR 500L";2;AROPAMEQ - Pompe à membranes ARO;1;37720;37720;30,68;26147,71;11572,29
PF20A-BAP-SAA-B;POMPE A MEMBRANES AVEC VANNES A RABAT;0;AROPAMEQ - Pompe à membranes ARO;1;0;0;#DIV/0;14585,82;-14585,82
PHC4523;RACCORD F 1/4 TUY 6X12;0;ITWDIVPDR - Divers PDR;23;181,18;4167,08;72,58;1142,54;3024,54
PHC4543;RACCORD F 3/8 TUY 8X15;0;ITWDIVPDR - Divers PDR;18;185,67;3342,08;47,85;1742,79;1599,29
PISTOLET3/8-1/4;"PISTOLET DE LAVAGE HP 3/8""AVEC LANCE ET BUSE  1/4""";0;PISTOLET - Pistolet local;8;0;0;#DIV/0;2000;-2000
POMFREIN;POMPE DE FREIN;0;POMPE - POMPE LOCAL;1;1560;1560;23,08;1200;360
POMPEGRAISS8KG;POMPE A GRAISSE  8KG;0;POMPE - POMPE LOCAL;1;1020;1020;39,54;616,67;403,33
POMPEIMM7.5HP;POMPE IMMERGE 7.5 HP;0;POMPE - POMPE LOCAL;1;6200;6200;16,67;5166,67;1033,33
POT_INCEND;POTEAU INCENDIE PETROLEUM HYDRANT 4'';0;ISINCINDEQ - Equipement incendie;12;28600;343200;27,27;249606,54;93593,46
PPEVIDFUTFLUX;POMPE VIDE FUT A MOTEUR ELECTRIQUE FLUX;2;FLUXPOMPE - FLUX POMPE ;19;20994,11;398888;20,37;317637,11;81250,89
PR0640LGVITON;POMPE PR 0640 LG;0;POLLPOMPEQ - POMPE POLLARD;6;8553;51318;33,06;34351,21;16966,79
PR2051CGVITON;POMPE TYPEPR20 51 CG VITON;0;POLLPOMPEQ - POMPE POLLARD;4;11000;44000;32,47;29711,26;14288,74
PRED/ACCES;"PREDETERMINATION AVEC VANNE 4""";2;ISOILEQ - ISOIL EQUIPEMENT;1;53000;53000;34,81;34552,45;18447,55
PRESACH;PRESTATION SUR ACHAT;0;PRESTATION - MAIN D'OEUVRE;7;811,43;5680;86,81;749,2;4930,8
PRESATRAL;INSTALLATION VOLUCOMPTEUR;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;1600;1600;96,81;51,02;1548,98
PRESINSTALFOURNIT;INSTALLATION VARIATEUR SECHEUR ;2;PROJET - PROJET ;1;6600;6600;78,3;1431,93;5168,07
PRESINSTALLATION_;INSTALLATION ET MISE EN MARCHE D'UN COMPTEUR VOLUMETRIQUE;2;PRESTATION - MAIN D'OEUVRE;1;1000;1000;75,56;244,39;755,61
PRES/REMISENETAT;REMISE EN ETAT MACHINE;2;PRESTATION - MAIN D'OEUVRE;3;2680;8040;-1 943,99;164337;-156297
PRESTATION;INSTALLATION+DEPLACEMENT;0;PRESTATION - MAIN D'OEUVRE;11;7861,82;86480;98,09;1650;84830
PRESTRAVAUELEC;PRESTATION TRAVAUX ELECTRIQUE  TELLES QUE DEFINIS;2;PRESTATION - MAIN D'OEUVRE;1;29000;29000;86,82;3821,2;25178,8
PRESVEN;MAIN D'OEUVRE;0;PRESTATION - MAIN D'OEUVRE;18 340;516,84;9478849,99;-8 959,71;858756400;-849277550
PRISE-1/2;PRISE RAPIDE 1/2;0;RACCORD - RACCORD LOCAL;77;93,29;7183,7;20,79;5690,11;1493,59
PRISE-1/4;PRISE RAPIDE 1/4;0;RACCORD - RACCORD LOCAL;20;78;1560;25,36;1164,44;395,56
PRISE_ECHANT;PRISE D'ECHANTILLON 3 POINTS;0;LARCOASPRF - ASPIRATION FLOTTANTE LARCO;4;54190;216760;27,79;156532,6;60227,4
PRO-100-T2-K;CHAPEAU D'AIR GTI PRO;0;ITWPISTOLP - PDR Pistolet ITW;1;850;850;34,87;553,64;296,36
PRO-100-TE-40K;CHAPEAUX D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;6;1770;10620;47,22;5605,4;5014,6
PRO-102-TE10;CHAPEAU D'AIR PROL;0;ITWPISTOLP - PDR Pistolet ITW;1;1230;1230;28,1;884,34;345,66
PRO-200-13K;BUSE INOX GTI PRO 13;0;ITWPISTOLP - PDR Pistolet ITW;7;958,57;6710;27,83;4842,92;1867,08
PRO-200-14K;BUSE INOX GTI PRO 14;0;ITWPISTOLP - PDR Pistolet ITW;1;855;855;36,51;542,81;312,19
PRO-200-16;BUSE;0;ITWPISTOLP - PDR Pistolet ITW;1;910;910;33,87;601,79;308,21
PRO-205-18K;BUSE EN INOX;0;ITWPISTOLP - PDR Pistolet ITW;6;1515;9090;47,81;4744,03;4345,97
PRO-300-K;AIGUILLE INOX GTI PRO;0;ITWPISTOLP - PDR Pistolet ITW;3;296,67;890;30,76;616,23;273,77
PRO-301-K;AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;8;309,75;2478;30,77;1715,55;762,45
PRO-303-K;AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;1;310;310;31,35;212,81;97,19
PRO-305-12-14K;AIGUILLE;0;ITWPISTOLP - PDR Pistolet ITW;5;395;1975;46,99;1046,98;928,02
PRO-470;KIT RESSORT ET JOINT;0;ITWPISTOLP - PDR Pistolet ITW;1;300;300;34,67;195,99;104,01
PROC-120-C3-K;CHAPEAU D'AIR;0;ITWPISTOLP - PDR Pistolet ITW;7;1050,43;7353;28,59;5251,05;2101,95
PROC-215-12K;BUSES;0;ITWPISTOLP - PDR Pistolet ITW;7;933,29;6533;38,08;4045,32;2487,68
PROC-215-14-K;BUSE POUR PISTOLET AG362;0;ITWPISTOLP - PDR Pistolet ITW;20;960;19200;30,72;13302,08;5897,92
PROC-215-18-K;BUSE 18 POUR PISTOLET AG362;0;ITWPISTOLP - PDR Pistolet ITW;6;1485;8910;33,23;5949,62;2960,38
PROC-230-12K;BUSE;0;ITWPISTOLP - PDR Pistolet ITW;5;1250;6250;51,72;3017,79;3232,21
PROFILE-H;PROFILE H;0;LARCOECRAP - PDR Ecran flottant LARCO;695;361,29;251100;-5,12;263961,71;-12861,71
PROLT-GHV30-16;PISTOLET GTI PRO LITE;0;ITWPISTOLP - PDR Pistolet ITW;6;4162,5;24975;28,63;17825,12;7149,88
PROLT-GTE10-12;PISTOLET GRAVITE GTI PROLITE 1.2;0;ITWPISTOLE - Pistolet ITW;1;4900;4900;100;0;4900
PROLT-GTE10-13;PISTOLET GRAVITE GTI PROLITE;0;ITWPISTOLE - Pistolet ITW;15;4980;74700;21,22;58850,86;15849,14
PROLT-GTE10-13G;PISTOLET GRAVITE GTI PROLITE ;0;ITWPISTOLE - Pistolet ITW;3;5100;15300;100;0;15300
PROLT-GTE10-14;PISTOLET GTI PROLITE;0;ITWPISTOLE - Pistolet ITW;8;4687,5;37500;22,19;29177,36;8322,64
PROV_650;COMPLETE VISOR PROV 650;0;ITWPISTOLP - PDR Pistolet ITW;1;6000;6000;26,11;4433,62;1566,38
PURG_AUTO;PURGEUR AUTOMATIQUE;0;PEROLOCACC - ACCESSOIRES COMPRESSEUR;1;2800;2800;30,42;1948,25;851,75
QM-1458-1;JOINT DE RESERVOIR;0;ITWDIVPDR - Divers PDR;12;1060;12720;48,27;6579,8;6140,2
QM-1485-1;JOINT RESERVOIR;0;ITWDIVPDR - Divers PDR;7;870;6090;42,73;3487,84;2602,16
R-0038-1;EMBOUT POUR PIPE VL/PL;0;SCHRADGONF - GONFLAGE SCHRADER;13;80;1040;36;665,63;374,37
R-0059-2;OUTIL POUR VISSER MECANISME;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;10;126;1260;38,39;776,34;483,66
R-0427-1;LEVIER DEMONTE PNEU;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;12;1500;18000;46,43;9642,45;8357,55
R-0517-2;EMBOUT DE GONFLAGE;0;SCHRADGONF - GONFLAGE SCHRADER;5;40;200;32,33;135,35;64,65
R-0638-3;BOUCHON STD METAL A CLE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;7;20;140;96,18;5,35;134,65
R-0765-1;INTERIEUR DE VALVE METALLIQUE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;110;15,91;1750;34,56;1145,13;604,87
R-0766-2;BOUCHON DE VALVE  GC;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;370;32,54;12040;41,63;7028,33;5011,67
R-0769-1;OUTIL POUR REPARER LE FILET DE VALVE;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;6;280;1680;32,31;1137,2;542,8
R-0858-1;LEVIER SAYAM;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;16;1440;23040;45,33;12595,11;10444,89
R-0904-1;EMBOUT GC;0;SCHRADGONF - GONFLAGE SCHRADER;22;165,91;3650;31,43;2502,63;1147,37
R-0984-1;EMBOUT DE GONFLAGE GENIE CIVIL;0;SCHRADGONF - GONFLAGE SCHRADER;61;141,07;8605;22,69;6652,33;1952,67
R-0985-1;EMBOUT DE GONFLAGE VL;0;SCHRADGONF - GONFLAGE SCHRADER;62;83,45;5174;58,23;2161,01;3012,99
R-0985-2;EMBOUT DE GONFLAGE MICHELIN;0;SCHRADGONF - GONFLAGE SCHRADER;50;38,8;1940;50,25;965,1;974,9
R-0987-2;EMBOUT TOURNANT DE GONFLAGE;0;SCHRADGONF - GONFLAGE SCHRADER;16;38,13;610;63,48;222,76;387,24
R-1003-2;VALVE UNIVERSELLE PL SC 90°;0;SCHRADVACA - VALVE ET CAPTEUR SCHRADER;20;60;1200;36,26;764,84;435,16
R1055;FILTRE A AIR;0;FILTRE - FILTRE LOCAL;6;1007,67;6046;57,03;2598,08;3447,92
R-1060-1;LEVIER HALTE;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;25;1152;28800;48,31;14887,37;13912,63
R-1230-1;OUTIL DECOLLE BOURRELETS;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;4;5800;23200;46,14;12495,06;10704,94
R1261700D;BOARD CPU + LCD+DISPLAY CUBE MC;0;PIUSIACC - ACCESSOIRES PIUSI;1;3500;3500;46,43;1875,1;1624,9
R-1289-1;LEVIER FORCE;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;13;1823,08;23700;41,93;13761,78;9938,22
R-12961;ATTACHE VALVE GONFLAGE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;20;43;860;74,68;217,75;642,25
R-1469-1;OUTIL GENIE CIVIL POUR VISSER ET DEVISSER LES MECANISMES ;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;10;450;4500;36,53;2856,24;1643,76
R1799-2;BOUCHON A JOINT TR418 MT;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;20;20;400;58,46;166,17;233,83
R1821;MANOMETRE DE GONFLAGE;0;SCHRADMAEQ - Manomètre Schrader;195;591,95;115430;27,86;83273,62;32156,38
R1821/FLEXIBLE;MANOGONFLEUR AVEC FLEXIBLE;2;SCHRADGONF - GONFLAGE SCHRADER;6;850;5100;35,73;3277,83;1822,17
R-1837-2;VALVE TUBLESS GC TRJ 650 SC;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;366;72,51;26540;35,49;17121,51;9418,49
R-1842-2;EMBASE GC MT 21-17;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;292;42,05;12280;65,03;4294,77;7985,23
R-2123-2;VALVE;0;SCHRADMEBO - MECANISME ET BOUCHON SCHRADER;13;40;520;71;150,79;369,21
R22914000G;CORE BOARD MCBOX BSMART AC;0;PIUSIACC - ACCESSOIRES PIUSI;1;0;0;#DIV/0;0;0
R-3500-2;EMBOUT;0;SCHRADEQGA - EQPTS DE GARAGE SCHRADER;10;40;400;55,83;176,69;223,31
R-371B1-600;REGULATEUR DE PRESSION 1/4'';0;AROPISTOPR - PDR Pistolet ARO;12;287,08;3445;32,3;2332,27;1112,73
R-371B1-600/MAML;REGULATEUR AVEC MAMELON 1/4;2;AROPISTEQ - Pompe à piston ARO;260;368,31;95760,33;42,23;55317,71;40442,62
R512;FILTRE A AIR ;0;FILTRE - FILTRE LOCAL;1;500;500;66,67;166,66;333,34
RAC3/8MF;RACCORD TOURNANT 3/8;0;RACCORD - RACCORD LOCAL;1;50;50;56;22;28
RACAIR;TUYAUTERIE HUILE Y COMPRIS RACCORDS ET VANNES ;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;5;1496;7480;37,92;4643,53;2836,47
RACAIRAFRILUBSOMAG;RACC SOMAGEC ATELIER MOBILE ;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;8600;8600;80,91;1641,34;6958,66
RACAIRSEFAMAR_MARR;RACCORDEMENT AIR AFR LUB SEFAMAR MARRAKECH;2;TUYAIRACC - TUYAUTERIES ET RACCORDEMENT;1;1360;1360;30,28;948,16;411,84
